is_an_id,time1,float2,time3,str4
2296,07/16/1988 08:14 AM,749264.067547,08/08/1979 08:29 PM,8NcVz
2297,04/15/2003 03:46 PM,105219.112335,07/12/1995 07:04 PM,d6T
2298,05/03/1970 10:48 PM,240156.152886,07/14/1988 03:49 PM,W
2299,06/26/1990 03:47 AM,281088.569366,03/16/1971 09:37 PM,r7B
2300,08/16/1999 10:51 AM,705080.514105,09/11/2011 01:09 AM,ca4k
2301,07/30/2014 07:52 AM,225705.044167,10/04/1988 06:36 AM,YOT
2302,12/19/1989 06:05 PM,379186.4056,11/28/1999 04:49 AM,OODU
2303,07/08/2009 11:38 AM,941544.632185,02/16/2003 02:02 AM,lbi
2304,04/11/1993 11:34 AM,813803.602601,06/17/1975 09:20 AM,j
2305,01/27/1978 05:09 PM,916425.713028,07/05/2011 03:34 PM,9
2306,01/06/2005 03:38 AM,662967.643944,02/05/2000 01:24 AM,Ql6
2307,10/20/2000 09:28 PM,400668.423039,03/11/1998 03:01 PM,Jh
2308,09/23/1977 07:29 AM,715291.471233,12/16/1988 10:00 AM,192y
2309,09/11/1972 05:16 PM,231016.531356,09/17/2013 09:48 PM,RFV2Q
2310,10/14/1985 02:22 PM,429960.16834,02/17/2006 12:02 PM,i
2311,08/02/1986 01:46 AM,404626.090584,09/04/1998 01:37 PM,UB
2312,08/18/1970 08:44 PM,205731.190586,09/15/2001 11:31 AM,AjrM
2313,08/01/1975 07:54 PM,410298.502101,08/07/2013 06:12 AM,7n6r
2314,10/24/2011 09:39 PM,141684.042586,02/16/1988 10:47 PM,eXlFz
2315,10/15/1998 05:10 PM,793804.176125,04/11/2000 07:58 PM,KpK
2316,07/14/2011 09:13 AM,505810.68693,06/25/1983 09:40 PM,YsCBR
2317,11/14/1988 09:36 PM,347023.12512,08/28/1972 05:19 AM,OFiV
2318,08/10/2007 09:31 PM,298921.574465,01/05/1991 11:58 PM,TuPfW
2319,04/13/1999 11:51 AM,203483.526555,03/19/1996 03:36 AM,zK
2320,05/17/2014 04:42 PM,297774.880734,11/12/1994 02:35 PM,9
2321,11/03/1991 03:21 PM,128305.219544,10/16/1977 04:25 AM,qT
2322,08/30/1998 03:17 PM,899614.706465,01/27/2010 12:23 AM,4x
2323,03/11/1996 12:45 AM,711615.869798,06/25/2007 02:43 AM,d6G
2324,03/28/1979 02:56 PM,713276.421941,08/10/1980 09:40 AM,jzn
2325,09/10/1999 09:48 PM,136204.06039,07/05/1998 02:26 PM,pow
2326,09/12/2004 04:11 AM,13688.6601041,11/30/1990 10:34 AM,lJn
2327,03/10/2014 12:24 AM,506328.900003,03/20/1998 05:37 AM,lq2u
2328,09/14/1995 03:52 PM,207789.918077,03/13/1995 01:01 PM,3Gv
2329,08/27/1983 10:28 PM,176301.721606,10/20/1997 08:20 PM,ZGyO8
2330,04/09/1990 04:06 PM,619904.746754,11/17/2004 05:31 PM,LKG
2331,09/29/1982 06:40 AM,819123.868177,01/06/1984 03:52 AM,hJFp
2332,06/24/2004 09:54 AM,687719.249503,12/26/2009 10:30 AM,5fG5
2333,02/21/2010 03:48 PM,17253.1358652,02/17/1974 07:58 AM,O9i
2334,02/13/1992 02:27 PM,360608.885715,08/21/1971 08:55 PM,a
2335,07/24/1985 10:22 PM,637937.882047,06/05/1992 07:10 PM,8
2336,01/11/1981 12:48 AM,278217.757259,06/04/1988 04:34 PM,5t
2337,08/24/1982 10:17 AM,784616.179687,10/27/1982 03:18 AM,P2T3R
2338,04/22/1995 08:42 PM,511985.457935,02/18/1970 01:05 AM,6Nhi
2339,07/06/1996 08:08 AM,480117.954903,06/20/2003 02:31 PM,Z
2340,05/22/1994 07:16 AM,583221.744459,09/12/1970 12:46 PM,cWj
2341,10/30/1983 02:31 AM,290856.027349,09/21/1997 07:52 PM,2I
2342,06/29/1987 07:11 AM,953433.667558,10/31/2000 10:21 AM,i8AgR
2343,11/20/2007 11:50 PM,130080.760442,09/06/1998 05:22 AM,jBp
2344,07/04/1972 11:39 PM,21129.8235002,11/10/2005 09:00 AM,O12
2345,02/24/1970 01:40 PM,104523.388497,01/14/1983 02:14 PM,6O2
2346,02/07/1972 10:34 AM,173431.875313,06/07/2009 11:10 AM,OrB
2347,12/08/2005 06:44 PM,56230.816215,09/28/1989 11:03 AM,Mo
2348,12/30/2011 07:34 AM,262081.005565,10/10/1985 08:48 PM,v9VV
2349,03/27/1979 06:00 AM,590812.134393,10/08/1988 03:47 PM,y
2350,04/18/2008 11:17 AM,17962.7851101,06/13/2014 11:54 AM,ziLu
2351,10/20/1972 11:27 PM,394903.120237,04/10/1979 07:03 AM,X
2352,05/20/1988 01:42 PM,221208.75365,10/13/1982 02:11 PM,B
2353,02/07/1998 09:52 AM,395391.048871,12/14/1971 05:11 PM,ThWU
2354,11/06/1995 02:44 PM,257045.594019,12/12/1989 10:44 PM,P7r
2355,05/11/1984 07:00 AM,126413.258571,01/14/1986 03:48 PM,aHW
2356,10/30/1979 06:14 AM,288350.455904,05/29/2006 09:36 PM,ZbjBm
2357,05/01/2004 05:34 PM,251193.611426,04/13/1982 06:08 AM,ySss8
2358,09/16/1993 05:44 AM,992785.563442,03/09/2003 12:29 AM,N
2359,10/28/2000 01:35 AM,887099.879629,10/02/2003 04:25 AM,Q
2360,06/26/1972 09:09 PM,687.392330587,10/14/1982 03:07 AM,A7
2361,02/05/1977 03:21 AM,346030.132754,02/29/2008 02:43 PM,Ut
2362,01/19/1993 01:05 AM,348511.697194,02/06/2012 09:19 PM,TyJa
2363,03/11/2010 03:36 PM,925562.238015,01/31/1974 07:31 PM,puRW
2364,12/10/2007 12:21 PM,570253.323684,04/27/1993 08:53 PM,uVc1
2365,08/04/1981 12:43 AM,14364.2770254,01/11/1982 01:31 AM,6sz9
2366,03/29/2001 01:46 AM,245096.454241,08/24/1980 11:25 AM,tDIb
2367,03/25/1979 06:07 AM,659494.567654,06/26/1978 07:52 AM,kV
2368,04/26/1984 12:01 AM,890896.062747,03/15/2001 01:08 AM,u1O
2369,04/14/1995 07:34 AM,436300.352863,10/30/2013 02:51 PM,F7tku
2370,02/12/2003 09:36 PM,112061.520812,01/30/2008 07:27 PM,C9kx
2371,12/07/1998 10:21 AM,722485.483619,05/01/1972 03:09 PM,AYqZ
2372,05/14/1990 01:46 AM,300351.09019,12/22/1973 02:42 PM,M5CuQ
2373,08/09/1993 01:36 AM,648154.489119,01/02/1970 01:19 AM,I6zYR
2374,05/13/2007 09:47 PM,680748.937428,12/19/1976 12:29 AM,G
2375,01/20/1974 09:06 PM,103664.770979,01/31/1985 10:18 PM,hScn
2376,05/10/2001 05:31 PM,662852.895428,09/11/2006 12:48 PM,a
2377,09/16/2003 03:52 AM,581197.911824,10/27/2008 06:46 AM,Kp8D
2378,08/28/1972 12:08 PM,43757.840407,07/25/1970 11:00 AM,OtI4f
2379,02/09/1998 11:57 AM,132456.199743,02/07/2007 09:11 PM,hxzw
2380,01/28/2003 03:32 AM,554317.259901,05/11/2002 02:13 PM,y
2381,09/17/1992 03:24 AM,878238.544682,06/27/1993 03:38 PM,bvsS7
2382,04/07/2014 10:32 PM,984916.314788,03/08/1989 03:16 PM,fysNr
2383,01/10/1990 11:59 PM,411262.855738,10/23/2004 11:26 AM,86J
2384,01/15/1992 05:51 AM,550112.56351,02/07/2000 09:53 AM,xQc
2385,04/11/1994 09:41 PM,804453.291331,02/19/2002 06:40 PM,Ec
2386,05/29/1993 10:12 AM,824987.684827,08/15/1995 04:15 AM,goth
2387,04/14/1984 12:04 AM,401543.586733,03/20/1994 07:25 AM,nT73j
2388,12/14/1991 06:19 PM,794492.357506,11/05/1998 05:04 AM,Oo
2389,05/02/1996 03:36 AM,351957.084881,11/17/2014 09:38 PM,VtB
2390,04/14/2012 07:29 PM,22028.6858094,11/23/1987 05:17 AM,Kfb
2391,02/19/1991 07:11 AM,869899.058946,06/21/1993 01:36 PM,sL
2392,01/02/1990 02:57 AM,332244.928401,06/08/1975 10:00 PM,GEyRc
2393,07/13/2012 06:31 PM,165988.521417,10/13/1976 07:35 AM,S7s
2394,12/07/1970 11:01 PM,642731.874338,07/28/1978 11:11 PM,UmrC
2395,07/27/1971 10:39 AM,407925.676831,09/08/1991 03:06 PM,sYK
2396,06/19/2014 01:37 AM,43599.2152102,02/05/1975 09:34 AM,i4gPz
2397,05/10/1992 12:08 PM,11123.3281055,12/08/2003 03:15 AM,HA
2398,08/02/1998 11:32 PM,402111.510551,06/09/2004 04:24 AM,4FOd
2399,10/22/1973 06:52 AM,682735.108116,04/08/1978 03:31 AM,Ep
2400,06/22/1983 10:56 PM,824565.066412,11/02/1988 10:43 PM,m
2401,01/12/2009 07:48 PM,217796.372288,05/17/1974 07:58 AM,dqNlf
2402,10/16/1989 07:22 PM,449292.588714,07/02/2000 02:38 PM,Ifi2
2403,09/24/1997 03:28 AM,132799.491215,11/08/1980 12:54 PM,RclP
2404,08/07/2000 05:20 PM,877567.821391,01/04/1998 04:06 PM,7jhW
2405,11/11/2006 11:42 AM,967409.565018,05/12/1977 03:26 AM,i
2406,12/10/1996 09:28 AM,582058.203541,03/03/1983 08:43 PM,gio
2407,02/20/1991 05:18 AM,763677.031308,01/24/1977 06:53 PM,nes
2408,02/19/1978 03:28 AM,577664.891023,03/20/1991 08:00 AM,k
2409,04/11/1991 01:37 AM,703533.777917,05/28/1973 10:37 PM,PNl
2410,03/13/1988 09:04 PM,251472.969878,03/29/2014 02:52 PM,i
2411,07/18/1996 04:30 PM,162166.958992,09/13/2009 05:37 PM,n8rw
2412,06/02/1973 05:55 AM,946148.42098,09/09/2013 11:20 PM,e
2413,10/02/1974 06:19 AM,615892.573344,09/28/2008 02:48 PM,D
2414,09/25/2012 03:23 PM,915155.274622,06/11/1981 08:43 PM,pd
2415,10/29/2002 11:22 AM,973634.549974,08/26/1986 06:17 AM,uSXu
2416,09/15/1970 12:15 AM,807064.716009,05/14/2009 12:27 AM,KjS9O
2417,04/18/1987 02:31 PM,614039.939629,09/03/1987 01:27 PM,zD
2418,10/01/1973 04:58 AM,184577.403112,05/02/1985 02:41 AM,A3xJR
2419,09/06/1980 11:58 PM,793787.539519,11/19/2004 05:33 AM,2WP
2420,05/22/2007 12:11 AM,111185.216144,04/15/2012 05:13 PM,Hv6ff
2421,10/05/1991 06:33 PM,676944.427187,10/26/1974 08:05 PM,nVn
2422,11/04/2006 11:32 PM,770568.706778,02/28/2008 02:45 AM,bBfMY
2423,09/20/1976 05:10 PM,164470.588608,11/25/1990 01:44 AM,vJ
2424,10/09/1973 06:24 AM,498775.205223,07/17/2003 08:48 AM,6Me
2425,02/05/1981 07:05 AM,829838.645046,02/09/2011 10:29 PM,aI
2426,12/05/1992 04:09 PM,209210.843686,03/06/1977 01:36 PM,1
2427,05/02/1977 09:55 AM,845526.272246,11/30/2004 12:26 PM,z
2428,11/09/1993 02:38 AM,278118.292674,11/18/1983 01:46 PM,a
2429,02/08/1987 11:21 AM,699719.333001,10/14/1996 06:30 PM,ghQ
2430,10/21/1985 05:00 PM,905229.824596,07/31/1998 04:00 AM,P
2431,12/15/1992 05:19 AM,727823.875637,12/05/1983 09:19 AM,efF
2432,10/14/1992 06:24 PM,130093.778057,04/15/1975 11:58 PM,YlrbE
2433,11/22/1983 12:27 PM,402003.172466,09/19/1986 12:46 AM,jPds
2434,06/03/2007 11:57 PM,939380.064172,04/03/1993 05:18 PM,h4
2435,04/15/2013 09:23 AM,611329.137882,11/24/1997 06:27 AM,EE
2436,09/25/1972 06:25 AM,119786.643424,07/22/2007 07:59 AM,z
2437,06/28/1981 05:00 AM,935462.113539,06/19/1975 08:24 AM,WzX
2438,05/01/1979 08:16 AM,894214.125962,11/19/1985 05:04 PM,x5zs
2439,09/27/2010 01:25 AM,97786.8544148,04/09/1974 06:46 AM,eR
2440,03/28/2001 06:48 PM,396357.07324,04/27/2010 09:46 AM,8
2441,08/03/1988 04:35 AM,465257.84817,07/20/2000 03:29 PM,T
2442,09/11/2003 05:12 AM,810459.534347,08/23/1985 11:46 PM,ZQBPc
2443,01/27/2013 09:23 AM,547802.921695,01/03/1980 12:30 AM,Ix
2444,08/09/1999 12:34 AM,485809.476587,05/13/2005 11:00 PM,Ll
2445,03/31/1988 03:02 AM,193816.955106,12/17/1991 11:29 PM,9mL
2446,05/31/1979 02:38 PM,870095.427225,02/04/2009 08:48 AM,v
2447,12/11/1997 01:27 PM,709420.73079,12/24/2001 10:53 AM,m
2448,05/03/1981 06:17 PM,70740.390486,03/01/2004 10:16 PM,3RIY2
2449,05/08/1995 11:18 PM,397987.691436,09/05/1983 02:33 AM,bOKL
2450,03/26/2010 07:49 AM,658024.194985,10/29/1972 10:55 PM,dO7
2451,07/16/2014 08:25 AM,177317.575775,08/30/2009 03:47 AM,QYpjU
2452,08/01/2009 09:27 AM,635531.769755,10/13/1983 06:28 AM,R8
2453,08/28/2006 07:09 PM,794413.766724,08/03/1971 09:33 PM,PWS6F
2454,04/05/2006 11:18 PM,863686.689608,12/21/1985 12:14 PM,xE
2455,06/08/1972 07:21 PM,761071.347681,10/05/1994 08:29 PM,fd
2456,04/05/2000 12:02 PM,493492.084198,11/28/1976 06:12 AM,RKw7
2457,09/11/1982 06:47 AM,766992.180927,03/19/1987 09:27 PM,jU
2458,05/04/1970 11:42 AM,96429.0084042,06/18/2000 03:56 PM,S7unn
2459,03/19/1998 06:59 AM,989939.744118,09/01/1981 10:24 AM,c
2460,07/07/1972 02:46 PM,973071.676539,10/05/1980 03:35 PM,vb
2461,11/16/1991 05:29 AM,825789.830443,01/01/1990 05:06 AM,t
2462,12/02/2004 08:36 AM,357194.260826,04/24/2007 03:42 AM,aStTk
2463,03/24/1997 01:02 PM,888992.085964,06/13/1998 02:43 PM,gaQ
2464,08/27/2014 06:57 AM,140416.906085,09/10/1983 05:28 PM,3uTe
2465,06/27/2012 03:55 AM,720386.419753,07/01/2007 06:03 AM,HEny
2466,05/28/1996 11:21 AM,992703.590938,07/26/1976 10:55 AM,vnxx
2467,06/28/1996 11:33 AM,598471.505879,11/21/2009 11:09 AM,N
2468,07/27/1984 01:03 AM,714295.33222,05/28/1993 06:55 PM,o
2469,04/28/1990 10:00 AM,388453.749145,10/17/1978 08:13 PM,m
2470,09/15/1985 05:37 PM,709050.185346,12/06/2014 07:03 AM,VNVAL
2471,03/26/2014 06:47 AM,262881.47584,09/29/1998 07:58 AM,a
2472,11/16/1978 03:24 AM,545496.603096,05/10/1987 04:02 AM,zY
2473,08/28/1978 12:53 AM,38746.5065648,09/02/2011 05:33 AM,H
2474,10/13/2000 03:37 PM,191388.150059,02/15/1988 01:28 AM,L
2475,10/09/2014 11:11 PM,187660.368059,05/02/2004 04:20 AM,bA
2476,08/07/1997 08:35 AM,742305.082029,09/12/1985 11:05 AM,hf
2477,04/11/1980 09:27 AM,609313.896482,09/15/1980 11:32 PM,tcfXl
2478,12/26/2005 07:45 AM,261836.654018,11/26/1991 04:25 AM,9OmL
2479,05/23/1996 01:35 AM,639413.274695,06/02/1986 05:22 AM,9qK
2480,05/30/1971 02:19 AM,40100.0968494,04/10/1997 06:35 PM,7D
2481,01/04/1979 02:42 PM,90295.9045306,02/04/1975 06:01 PM,KBb
2482,06/05/2014 08:02 AM,720932.072488,05/20/2010 12:48 AM,l
2483,01/29/2010 07:11 PM,468516.591306,06/24/2005 12:12 AM,bI
2484,01/15/2008 08:15 AM,418664.395656,05/23/1973 07:23 PM,Gj
2485,05/24/1988 05:20 AM,100112.931612,07/28/1999 12:38 AM,W
2486,10/17/2002 09:55 AM,75257.3677668,04/19/1971 10:29 PM,7
2487,04/09/2006 06:10 AM,131530.923204,11/24/2011 06:31 PM,2f
2488,03/14/2007 01:13 PM,46960.8988497,02/20/2001 04:28 AM,9D
2489,10/09/1976 06:25 AM,688548.761701,03/09/1986 04:11 AM,Odyhh
2490,02/05/1994 12:01 PM,920166.086887,09/11/1992 11:45 PM,hYJJ
2491,05/30/2011 10:37 PM,862276.532752,10/21/1984 04:30 PM,5
2492,02/04/2000 05:10 AM,795625.790199,12/11/1999 06:40 PM,MQud8
2493,09/24/1985 10:29 AM,544888.105516,09/22/1991 04:43 AM,58P1u
2494,11/19/2007 01:07 PM,867621.804665,02/22/1994 06:48 AM,ICVCQ
2495,01/18/1997 03:44 PM,833014.031645,11/04/2008 09:56 PM,ft47
2496,08/13/2006 05:35 AM,555530.234959,02/06/1983 12:29 PM,fm
2497,12/17/1993 11:36 PM,718327.493569,02/05/1987 09:18 AM,coARi
2498,04/02/1995 10:28 AM,990843.969239,03/29/1996 05:10 PM,CVYr
2499,03/28/1981 01:03 PM,954426.580753,03/09/2004 12:36 PM,gQT
2500,06/02/1972 01:17 PM,635127.421231,01/14/1973 11:39 PM,Oa
2501,02/14/2004 11:33 AM,887376.550981,10/17/1993 01:13 PM,JXP
2502,01/31/2008 07:32 AM,44760.9741658,01/08/1985 03:08 PM,ySS
2503,05/24/2002 08:13 AM,431348.56892,03/18/1970 01:37 AM,qUZAx
2504,03/30/1973 06:00 AM,997579.842796,08/13/1981 03:25 AM,A
2505,08/05/1993 09:12 PM,249296.622757,05/22/1994 02:50 PM,H8J
2506,11/17/2007 11:10 AM,500770.469652,06/25/1979 05:18 PM,ZNgl
2507,09/26/1996 01:50 PM,461400.389359,11/06/1975 07:27 PM,7
2508,09/27/1998 02:34 PM,622008.009779,12/28/2009 12:30 PM,D
2509,02/07/2000 05:42 AM,929146.770247,11/23/1984 12:32 PM,S
2510,01/03/2007 03:29 AM,156248.441388,05/11/1998 05:57 AM,amFL4
2511,06/10/1994 03:15 AM,241615.994917,10/17/2011 11:53 AM,9L4t
2512,04/28/1980 04:43 PM,893746.456053,11/18/1979 06:23 PM,z
2513,03/08/2003 04:34 AM,847921.968048,02/15/2001 10:10 PM,b
2514,03/01/2003 01:37 AM,548826.820997,01/05/2013 02:52 PM,r2O
2515,08/26/1972 03:37 AM,579010.493792,10/30/2009 03:01 AM,fgt
2516,10/29/1994 05:10 PM,291398.88302,10/13/1983 06:30 AM,keM
2517,10/05/2011 06:23 PM,634576.336913,12/25/1975 12:22 PM,e
2518,09/28/1997 09:10 PM,239970.352772,03/09/1978 10:27 PM,Sd
2519,10/03/1973 11:50 PM,237311.568083,04/13/1999 02:05 PM,s5H
2520,07/15/2008 04:21 PM,676906.509257,08/10/1980 08:21 AM,sGvQ
2521,11/02/1990 02:52 AM,665862.681338,01/03/1973 02:02 PM,Ji
2522,06/04/1974 11:40 PM,475282.410088,04/28/2003 04:27 PM,JQT
2523,01/24/1991 04:28 PM,144900.371694,03/03/2001 02:52 AM,vq8
2524,07/20/2005 02:53 AM,72671.9659393,04/07/2005 01:44 PM,bBh
2525,07/03/1988 06:30 AM,819686.19245,01/08/1984 11:40 AM,A3
2526,02/10/2011 11:42 AM,253918.207917,09/27/1974 11:52 PM,BCc4F
2527,06/24/1990 11:44 AM,966811.419652,06/23/2013 07:43 AM,1
2528,05/12/2000 11:51 PM,427293.526057,12/05/1983 10:40 PM,Ef7k
2529,11/27/2008 07:15 AM,91105.9676231,07/22/1987 11:13 AM,cxZvH
2530,01/13/1986 07:50 AM,218853.120765,10/05/2002 10:43 PM,H99Z
2531,04/02/1971 09:36 PM,127387.794215,08/28/2006 09:15 PM,9TR
2532,09/04/1998 12:42 AM,937851.661671,08/06/1997 05:06 PM,Zf
2533,06/02/1972 12:44 PM,111109.14514,12/24/1980 06:00 AM,HrPs
2534,03/13/1989 12:38 PM,282867.913568,11/23/1992 02:34 AM,Eknt
2535,09/11/2003 12:02 PM,864976.082731,11/11/2009 02:48 PM,S8
2536,05/15/1983 05:17 AM,976472.038181,12/15/1998 04:15 PM,kTuOZ
2537,12/31/2004 03:21 AM,364397.563569,01/16/2000 09:47 PM,s
2538,09/14/1987 05:12 PM,190053.690345,09/24/1987 08:22 PM,LD2
2539,06/25/1974 10:51 PM,599735.351046,05/16/1981 04:08 AM,evk6o
2540,06/30/1979 11:25 AM,349850.851247,11/20/1978 07:58 AM,AFvL
2541,03/06/1971 01:23 PM,805259.283255,02/02/2010 09:19 PM,xNOQX
2542,05/18/1975 03:15 PM,109101.097806,10/13/1974 01:07 PM,FcU
2543,11/14/1996 07:08 AM,95113.8663637,03/16/2005 08:22 PM,Gyd
2544,08/31/1994 12:59 AM,229913.891641,03/04/1987 01:51 AM,Zk4w
2545,08/11/2006 04:51 PM,857832.085644,03/03/1985 02:32 AM,JoVmq
2546,01/05/2010 08:36 PM,31563.8012613,06/25/1986 07:40 PM,2
2547,09/02/1987 01:21 AM,171081.829142,11/02/1996 08:03 PM,zY
2548,02/10/1974 02:17 AM,263308.379974,05/02/1978 09:18 PM,OzphS
2549,12/27/2001 06:20 PM,386617.398506,12/09/1999 01:27 AM,OdK
2550,12/16/2000 04:59 PM,909146.810448,04/26/1995 07:46 AM,53Dw
2551,08/10/1985 06:18 PM,348822.411631,01/14/1973 05:59 AM,pu
2552,10/06/1986 01:30 PM,279166.441835,08/03/1981 10:30 AM,k
2553,12/17/2008 06:52 PM,330825.399305,11/21/1983 02:53 PM,B1
2554,11/16/2012 05:50 PM,870412.797919,09/15/1975 07:29 PM,p
2555,06/27/2001 05:27 PM,51048.2411626,05/09/2006 03:51 PM,lc
2556,12/03/1995 02:25 PM,436256.291712,07/20/2006 12:39 PM,oTmQV
2557,09/03/2006 04:24 PM,872968.330012,05/25/1983 09:46 PM,xm
2558,03/21/1983 09:23 AM,621935.513454,12/31/1980 04:02 AM,6k
2559,06/10/2002 06:55 PM,960005.628825,05/14/1988 06:33 AM,DOdHi
2560,12/20/1982 11:31 AM,271331.953862,01/16/1977 11:44 AM,1Ppt
2561,12/06/2014 10:25 PM,742840.605197,08/23/1975 10:32 AM,hz
2562,01/07/1978 11:37 AM,485635.048296,01/13/1989 10:52 AM,1Hs
2563,05/31/1980 07:22 AM,396305.489097,01/17/1995 06:54 PM,4
2564,05/19/1973 04:05 AM,584203.845103,08/20/1995 09:15 PM,v
2565,02/02/1970 08:29 PM,816302.468248,08/19/2004 06:29 PM,B84P
2566,07/13/1981 01:42 PM,861732.495585,05/27/1976 03:28 PM,8
2567,02/29/2000 09:54 AM,596794.093954,11/01/1986 11:41 PM,i5s
2568,01/26/1977 08:22 AM,462044.430628,01/17/1991 03:07 AM,zkcy
2569,02/13/2002 06:56 AM,277472.124115,03/10/1992 03:38 PM,zAw
2570,10/21/1996 07:05 AM,955640.819485,08/18/2001 05:21 AM,pj
2571,03/31/1975 07:05 PM,166301.952529,11/22/1993 07:01 PM,SEpF
2572,02/09/1984 03:17 AM,460923.312247,12/30/1989 11:08 PM,9
2573,02/03/2013 08:42 AM,203621.638067,05/24/1984 04:05 PM,Z
2574,10/30/2001 08:12 PM,336358.469184,05/07/2009 02:56 AM,mf
2575,09/24/1995 09:06 AM,641883.203394,02/11/1988 12:01 AM,JCit
2576,09/28/1990 08:57 PM,469819.048453,01/26/2010 07:52 PM,vI
2577,11/25/2008 12:15 AM,819995.681703,09/17/2002 07:57 AM,S5Zkf
2578,02/16/1987 06:27 AM,390595.591496,02/03/2010 03:20 PM,gd
2579,09/17/1992 10:49 AM,530982.32149,11/09/1997 04:52 AM,O
2580,02/26/2000 07:31 AM,97452.6444319,09/21/1994 09:54 AM,zrTi
2581,02/17/1978 04:08 AM,642908.992203,02/23/2006 05:12 PM,IcV
2582,09/13/1996 08:27 PM,259323.951397,02/01/1992 01:35 PM,g8
2583,06/12/2006 08:25 PM,994287.794506,12/31/1982 02:02 PM,jwXsR
2584,07/22/1980 07:02 PM,528936.265969,12/26/2013 08:45 AM,f45E
2585,01/23/2009 05:47 AM,645002.556508,08/19/2001 02:00 PM,Kq
2586,01/02/1980 07:56 PM,63042.2206444,10/13/2007 07:40 PM,WAC
2587,07/21/2004 07:03 PM,639686.251385,12/22/1984 08:33 AM,QT1
2588,07/27/1987 11:01 AM,928616.296252,03/21/1998 11:08 AM,x
2589,06/29/1985 06:42 AM,103290.221996,02/26/2002 02:55 PM,M
2590,10/13/1977 08:24 AM,945839.509694,09/12/1972 09:59 PM,I
2591,10/13/2012 09:04 AM,253421.355472,06/10/2001 05:00 AM,MTn
2592,10/26/2000 03:28 PM,127763.925837,05/03/1976 08:38 PM,Y1hWm
2593,08/06/1983 03:45 AM,252248.825861,10/04/2006 03:28 AM,WZR
2594,02/28/1970 02:54 AM,161958.336069,12/24/2006 05:05 PM,YO1td
2595,09/22/1990 09:58 PM,25969.2643021,06/27/1971 06:12 AM,E
2596,07/05/1994 01:03 PM,363532.206598,01/19/1978 12:48 AM,xSVv
2597,05/07/2010 05:14 AM,150860.652916,05/21/1971 10:27 AM,MNrd
2598,02/13/1992 03:54 PM,35641.0261671,10/08/1980 12:02 PM,kg2q
2599,06/27/2007 06:04 AM,787526.769152,04/10/1979 12:37 AM,xw
2600,12/15/1986 03:00 PM,642475.85053,10/28/1972 05:54 PM,w
2601,02/21/1971 04:26 AM,384630.685198,02/09/1988 03:02 AM,WpaW
2602,07/16/1974 05:53 PM,691968.097298,02/01/1972 11:31 PM,88bT
2603,07/04/1970 12:11 AM,709063.154091,05/17/1979 03:21 AM,ruqY
2604,03/03/2003 12:07 AM,398812.973209,03/19/1993 09:47 PM,rB
2605,04/05/1979 05:53 PM,995161.140108,01/30/2005 04:49 PM,LDu3O
2606,01/11/2004 02:10 PM,369508.155814,06/17/2007 02:16 PM,HDCsf
2607,07/26/1984 02:42 AM,706523.015998,10/31/1982 06:03 AM,Ox
2608,09/02/2012 06:21 PM,766118.560823,12/30/1986 04:28 AM,sX
2609,08/18/1971 03:12 PM,191582.848139,09/14/1970 06:08 PM,6Vpc
2610,07/22/1974 04:47 AM,681414.221531,06/08/1977 04:40 PM,n7
2611,11/01/1973 08:38 PM,604993.413878,08/19/1997 03:52 AM,Lrjy
2612,04/09/2010 07:56 AM,101988.956351,12/23/1985 04:22 PM,O
2613,05/18/2002 03:40 PM,626405.495934,05/07/1992 07:28 PM,2P
2614,09/19/2014 09:43 PM,371122.584641,03/21/1990 08:45 AM,wANqR
2615,12/15/1974 06:07 AM,242643.540226,02/02/1988 01:03 AM,XCeNX
2616,11/16/1992 04:12 PM,260847.208136,02/05/1980 10:49 PM,jhsS
2617,03/13/2007 06:28 PM,843482.771649,08/13/1972 09:20 PM,r2a7
2618,06/14/1973 01:35 PM,83582.6688494,10/05/1980 09:21 PM,9SqJI
2619,07/14/1991 08:42 PM,739396.386056,03/26/2003 11:27 PM,Xn
2620,10/08/1972 06:14 AM,605755.722605,07/04/1999 05:54 AM,GbS45
2621,02/04/1973 06:16 AM,577844.15255,03/08/1985 04:21 PM,4Lm
2622,03/10/2003 06:48 AM,195962.114276,05/15/2002 12:42 PM,or
2623,04/09/1995 01:19 PM,225652.775326,02/18/1970 08:38 AM,r
2624,04/30/1976 11:51 PM,661145.675726,03/17/1997 08:35 AM,uXFg
2625,10/06/1980 07:42 PM,746697.806078,05/18/1976 03:20 AM,Y6VdX
2626,05/23/1983 06:42 AM,574265.121412,08/13/1981 03:30 PM,N
2627,07/28/2014 12:44 AM,660587.319115,01/20/2008 01:46 PM,HShZ
2628,06/26/2011 01:51 PM,23455.9258643,07/21/1981 08:36 PM,HtDQ
2629,05/01/1992 07:00 PM,326432.937683,02/03/1990 01:12 PM,lZHgk
2630,06/02/1978 09:34 AM,478184.468115,11/23/2011 10:28 AM,dVZ8
2631,11/21/2009 06:31 AM,103024.681302,04/28/2014 02:08 PM,i
2632,09/09/1983 01:22 PM,439759.682706,09/19/1970 06:48 PM,5mk
2633,07/12/1976 03:50 PM,865039.767782,12/31/1999 05:57 AM,Zy
2634,02/20/1998 08:20 AM,720064.842472,05/27/1986 10:05 PM,TF
2635,02/12/2004 06:51 PM,441047.837196,03/04/1985 03:31 PM,axh
